MemberID,Address,Street,City,State,Zip,PhoneNumber,ExpirationDate
421,479,Morningstar,El Paso,TX,88563,2268485252,2018-01-11
422,404,Prairieview,Colorado Springs,CO,80910,1927036443,2016-03-16
423,289,Maple,Greensboro,NC,27415,8589553354,2016-12-22
424,178,Buell,Albuquerque,NM,87110,2344975912,2016-12-27
425,468,Larry,Kansas City,MO,64149,8538422968,2016-04-13
426,65,Calypso,Terre Haute,IN,47812,1864145309,2014-12-17
427,150,Mayfield,Saint Louis,MO,63110,7755268627,2015-07-22
428,70,Fallview,Norfolk,VA,23520,3693522231,2018-10-17
429,186,Cascade,Austin,TX,78769,6754819646,2017-11-18
430,439,Elka,Fort Worth,TX,76115,7224066774,2014-03-10
431,59,Bonner,Elizabeth,NJ,07208,9339497546,2014-09-23
432,488,Westerfield,New York City,NY,10090,2838182863,2015-05-10
433,66,Montana,Kansas City,KS,66112,1819163393,2014-02-23
434,50,Memorial,Dayton,OH,45403,9758594487,2017-08-02
435,263,Bluestem,Warren,OH,44485,5701633840,2015-12-01
436,449,Hauk,Lubbock,TX,79405,6383787096,2016-09-26
437,249,Havey,Columbus,OH,43240,3200695282,2017-04-06
438,412,Hansons,Omaha,NE,68110,6672240629,2015-03-26
439,497,Warner,Buffalo,NY,14269,2101316460,2014-05-14
440,214,Waxwing,San Francisco,CA,94159,3987233580,2017-05-29
441,441,Shoshone,Portland,OR,97296,7107959454,2016-10-18
442,279,Di Loreto,Arlington,VA,22217,8978535689,2015-02-09
443,344,6th,Des Moines,IA,50362,9429771049,2015-02-03
444,334,Burrows,Montgomery,AL,36177,3836492300,2014-01-10
445,295,Ridgeview,Grand Rapids,MI,49505,2841236542,2017-03-01
446,220,Drewry,Houston,TX,77095,8945861613,2018-02-13
447,105,Ridgeview,Knoxville,TN,37939,6488757138,2015-03-22
448,229,Village,Philadelphia,PA,19104,5631930311,2015-04-01
449,446,Heffernan,El Paso,TX,79945,2331927024,2016-04-16
450,110,Sage,Washington,DC,20409,5407141994,2015-06-17
451,208,Almo,Madison,WI,53790,4379388818,2015-05-18
452,62,Old Gate,Seattle,WA,98127,1544701977,2015-11-19
453,457,Fremont,Cincinnati,OH,45243,7434684236,2018-09-14
454,269,Drewry,Muncie,IN,47306,4124209471,2015-10-30
455,396,Oriole,Peoria,IL,61656,7193543860,2017-02-12
456,424,Schmedeman,Boston,MA,02203,4160863264,2016-05-20
457,190,Forster,Atlanta,GA,30328,9569536770,2015-08-03
458,367,Magdeline,New York City,NY,10280,1383832512,2016-06-24
459,283,Almo,Charlotte,NC,28210,9430632933,2013-12-03
460,185,Washington,San Diego,CA,92145,2974030927,2016-04-14
461,136,Vera,Charleston,WV,25362,3745515558,2018-01-11
462,80,Briar Crest,Fargo,ND,58106,8980558945,2014-06-09
463,247,Arrowood,El Paso,TX,79916,5319092373,2015-11-30
464,179,Luster,Fort Worth,TX,76105,9361089396,2015-05-01
465,404,Green Ridge,Denver,CO,80235,5815524849,2018-08-06
466,323,East,Kent,WA,98042,1618147741,2014-03-27
467,53,Old Gate,Jacksonville,FL,32230,5513325450,2016-02-10
468,316,Huxley,Santa Barbara,CA,93150,2362438278,2017-03-04
469,455,High Crossing,Pasadena,TX,77505,9058062808,2015-05-22
470,274,Pine View,Jackson,MS,39204,4980263317,2017-10-10
471,423,Fairview,Carol Stream,IL,60351,9521046314,2015-12-23
472,189,Waxwing,Champaign,IL,61825,6308885989,2018-10-19
473,435,Vernon,Odessa,TX,79769,1104800361,2016-08-10
474,179,Jackson,New York City,NY,10165,2860350694,2017-11-18
475,98,Delaware,Ogden,UT,84409,3763846050,2014-08-16
476,119,Commercial,Salt Lake City,UT,84125,4132363134,2018-01-14
477,296,Sundown,Fort Pierce,FL,34949,8941044725,2014-05-17
478,188,Rutledge,Spokane,WA,99215,4550445174,2015-10-24
479,452,Schmedeman,Baltimore,MD,21216,2558736521,2015-05-06
480,195,Dennis,Jacksonville,FL,32225,4995826434,2018-11-12
481,432,Waubesa,San Mateo,CA,94405,9082629037,2015-06-28
482,428,Merchant,Mesa,AZ,85215,4582070642,2016-10-06
483,318,Clemons,Tampa,FL,33647,8981443560,2017-06-23
484,403,Welch,Glendale,AZ,85305,7816620150,2017-04-12
485,426,Schurz,New York City,NY,10014,8184847210,2015-08-01
486,69,Waywood,Orlando,FL,32830,4091395017,2016-11-01
487,437,Mifflin,Irvine,CA,92619,4825525210,2017-08-14
488,429,Ridge Oak,Pompano Beach,FL,33064,9897758379,2016-02-24
489,102,Cottonwood,Portland,OR,97271,6526020231,2016-03-28
490,441,Del Mar,Midland,MI,48670,1400565413,2016-04-12
491,259,Bellgrove,Charlotte,NC,28256,6499718739,2014-01-27
492,183,Vahlen,Atlanta,GA,30358,4785102833,2015-12-04
493,210,Stone Corner,Chicago,IL,60681,4848815204,2015-11-12
494,330,Golf,Stockton,CA,95210,5100728528,2018-01-07
495,435,Browning,Silver Spring,MD,20910,2515511411,2017-07-18
496,78,Nancy,Milwaukee,WI,53285,4471267187,2016-08-20
497,477,Dayton,Fort Worth,TX,76178,7817682160,2017-06-24
498,262,Mosinee,New York City,NY,10160,9071630283,2014-02-12
499,484,Farragut,Stamford,CT,06912,7984994016,2018-06-06
500,183,Logan,Salt Lake City,UT,84152,5894263700,2018-02-18
